OLIS-3D-ASCII	SySl1171						
375	6.16E-03						
376	6.07E-03						
377	6.05E-03						
378	6.08E-03						
379	6.16E-03						
380	6.27E-03						
381	6.38E-03						
382	6.51E-03						
383	6.55E-03						
384	6.59E-03						
385	6.55E-03						
386	6.55E-03						
387	6.52E-03						
388	6.46E-03						
389	6.49E-03						
390	6.52E-03						
391	6.56E-03						
392	6.63E-03						
393	6.64E-03						
394	6.69E-03						
395	6.68E-03						
396	6.72E-03						
397	6.75E-03						
398	6.79E-03						
399	6.79E-03						
400	6.87E-03						
401	7.01E-03						
402	7.07E-03						
403	7.20E-03						
404	7.35E-03						
405	7.46E-03						
406	7.57E-03						
407	7.72E-03						
408	7.85E-03						
409	8.03E-03						
410	8.18E-03						
411	8.40E-03						
412	8.60E-03						
413	8.78E-03						
414	8.94E-03						
415	9.09E-03						
416	9.20E-03						
417	9.26E-03						
418	9.32E-03						
419	9.37E-03						
420	9.38E-03						
421	9.41E-03						
422	9.43E-03						
423	9.47E-03						
424	9.48E-03						
425	9.50E-03						
426	9.57E-03						
427	9.64E-03						
428	9.74E-03						
429	9.83E-03						
430	9.93E-03						
431	0.010048238						
432	1.02E-02						
433	1.03E-02						
434	1.04E-02						
435	1.05E-02						
436	1.05E-02						
437	1.05E-02						
438	1.05E-02						
439	1.04E-02						
440	0.0103569						
441	1.02E-02						
442	9.99E-03						
443	9.78E-03						
444	9.52E-03						
445	9.24E-03						
446	8.92E-03						
447	8.56E-03						
448	8.21E-03						
449	7.87E-03						
450	7.55E-03						
451	7.25E-03						
452	6.97E-03						
453	6.71E-03						
454	6.50E-03						
455	6.31E-03						
456	6.15E-03						
457	6.02E-03						
458	5.91E-03						
459	5.81E-03						
460	5.73E-03						
461	5.65E-03						
462	5.60E-03						
463	5.52E-03						
464	5.43E-03						
465	5.37E-03						
466	5.29E-03						
467	5.21E-03						
468	5.13E-03						
469	5.05E-03						
470	4.96E-03						
471	4.87E-03						
472	4.77E-03						
473	4.72E-03						
474	4.63E-03						
475	4.55E-03						
476	4.48E-03						
477	4.41E-03						
478	4.36E-03						
479	4.31E-03						
480	4.26E-03						
481	4.24E-03						
482	4.23E-03						
483	4.23E-03						
484	4.24E-03						
485	4.27E-03						
486	4.27E-03						
487	4.30E-03						
488	4.33E-03						
489	4.36E-03						
490	4.39E-03						
491	4.41E-03						
492	4.43E-03						
493	4.46E-03						
494	4.50E-03						
495	4.52E-03						
496	4.54E-03						
497	4.54E-03						
498	4.54E-03						
499	4.52E-03						
500	4.49E-03						
501	4.44E-03						
502	4.38E-03						
503	4.33E-03						
504	4.24E-03						
505	4.16E-03						
506	4.08E-03						
507	3.99E-03						
508	3.90E-03						
509	3.79E-03						
510	3.69E-03						
511	3.58E-03						
512	3.46E-03						
513	3.34E-03						
514	3.24E-03						
515	3.13E-03						
516	3.00E-03						
517	2.89E-03						
518	2.78E-03						
519	2.66E-03						
520	2.54E-03						
521	2.44E-03						
522	2.36E-03						
523	2.28E-03						
524	2.21E-03						
525	2.15E-03						
526	2.10E-03						
527	2.05E-03						
528	2.00E-03						
529	1.97E-03						
530	1.93E-03						
531	1.90E-03						
532	1.88E-03						
533	1.86E-03						
534	1.86E-03						
535	1.87E-03						
536	1.90E-03						
537	1.91E-03						
538	1.91E-03						
539	1.91E-03						
540	1.92E-03						
541	1.94E-03						
542	1.96E-03						
543	1.98E-03						
544	2.01E-03						
545	2.03E-03						
546	2.09E-03						
547	2.16E-03						
548	2.22E-03						
549	2.28E-03						
550	2.35E-03						
551	2.42E-03						
552	2.48E-03						
553	2.55E-03						
554	2.60E-03						
555	2.65E-03						
556	2.71E-03						
557	2.77E-03						
558	2.86E-03						
559	2.93E-03						
560	3.01E-03						
561	3.09E-03						
562	3.18E-03						
563	3.26E-03						
564	3.34E-03						
565	3.41E-03						
566	3.49E-03						
567	3.59E-03						
568	3.68E-03						
569	3.78E-03						
570	3.90E-03						
571	4.00E-03						
572	4.11E-03						
573	4.19E-03						
574	4.28E-03						
575	4.38E-03						
576	4.46E-03						
577	4.55E-03						
578	0.004664176						
579	4.77E-03						
580	4.86E-03						
581	4.99E-03						
582	5.11E-03						
583	5.22E-03						
584	5.33E-03						
585	5.42E-03						
586	5.50E-03						
587	5.58E-03						
588	5.66E-03						
589	5.73E-03						
590	5.83E-03						
591	5.90E-03						
592	5.97E-03						
593	6.06E-03						
594	6.15E-03						
595	6.23E-03						
596	6.32E-03						
597	6.41E-03						
598	6.50E-03						
599	6.61E-03						
600	6.72E-03						
601	6.86E-03						
602	6.99E-03						
603	7.13E-03						
604	7.28E-03						
605	7.45E-03						
606	7.62E-03						
607	7.79E-03						
608	7.97E-03						
609	8.13E-03						
610	8.31E-03						
611	8.47E-03						
612	8.66E-03						
613	8.85E-03						
614	9.01E-03						
615	9.19E-03						
616	9.35E-03						
617	9.48E-03						
618	9.60E-03						
619	9.71E-03						
620	9.79E-03						
621	9.86E-03						
622	9.93E-03						
623	1.00E-02						
624	1.01E-02						
625	1.01E-02						
626	1.01E-02						
627	1.02E-02						
628	1.02E-02						
629	1.02E-02						
630	1.02E-02						
631	1.02E-02						
632	1.02E-02						
633	1.01E-02						
634	1.01E-02						
635	1.01E-02						
636	1.00E-02						
637	9.93E-03						
638	9.83E-03						
639	9.72E-03						
640	9.58E-03						
641	9.41E-03						
642	9.20E-03						
643	8.95E-03						
644	8.67E-03						
645	8.36E-03						
646	8.04E-03						
647	7.72E-03						
648	7.37E-03						
649	7.05E-03						
650	6.77E-03						
651	6.51E-03						
652	6.25E-03						
653	6.03E-03						
654	5.84E-03						
655	5.70E-03						
656	5.61E-03						
657	5.57E-03						
658	5.57E-03						
659	5.61E-03						
660	5.68E-03						
661	5.81E-03						
662	6.01E-03						
663	6.18E-03						
664	6.38E-03						
665	6.62E-03						
666	6.87E-03						
667	7.12E-03						
668	7.38E-03						
669	7.65E-03						
670	7.87E-03						
671	8.11E-03						
672	8.33E-03						
673	8.61E-03						
674	8.85E-03						
675	9.08E-03						
676	9.33E-03						
677	9.57E-03						
678	9.81E-03						
679	1.00E-02						
680	1.01E-02						
681	1.02E-02						
682	1.01E-02						
683	9.97E-03						
684	9.73E-03						
685	9.40E-03						
686	8.92E-03						
687	8.39E-03						
688	7.81E-03						
689	7.26E-03						
690	6.67E-03						
691	6.12E-03						
692	5.60E-03						
693	5.07E-03						
694	4.63E-03						
695	4.20E-03						
696	3.85E-03						
697	3.49E-03						
698	3.20E-03						
699	2.98E-03						
700	0.002758474						
701	2.59E-03						
702	2.45E-03						
703	2.38E-03						
704	2.42E-03						
705	2.42E-03						
706	2.36E-03						
707	0.002227283						
708	1.98E-03						
709	1.58E-03						
710	1.00E-03						
