OLIS-3D-ASCII	SySl1111		
375	7.48E-03		
376	7.70E-03		
377	7.89E-03		
378	8.07E-03		
379	8.23E-03		
380	8.37E-03		
381	8.48E-03		
382	8.56E-03		
383	8.68E-03		
384	8.65E-03		
385	8.70E-03		
386	8.72E-03		
387	8.71E-03		
388	8.71E-03		
389	8.60E-03		
390	8.57E-03		
391	8.57E-03		
392	8.60E-03		
393	8.65E-03		
394	8.71E-03		
395	8.80E-03		
396	8.85E-03		
397	9.01E-03		
398	9.05E-03		
399	9.15E-03		
400	9.26E-03		
401	9.30E-03		
402	9.46E-03		
403	9.63E-03		
404	9.78E-03		
405	9.94E-03		
406	1.02E-02		
407	0.010377715		
408	1.06E-02		
409	1.08E-02		
410	1.10E-02		
411	1.12E-02		
412	1.14E-02		
413	1.16E-02		
414	1.18E-02		
415	1.20E-02		
416	1.22E-02		
417	1.23E-02		
418	1.24E-02		
419	0.012489758		
420	1.26E-02		
421	1.27E-02		
422	1.27E-02		
423	1.27E-02		
424	1.28E-02		
425	1.28E-02		
426	1.29E-02		
427	1.30E-02		
428	1.31E-02		
429	1.32E-02		
430	1.34E-02		
431	1.35E-02		
432	1.36E-02		
433	1.38E-02		
434	1.38E-02		
435	0.013881533		
436	1.39E-02		
437	1.39E-02		
438	1.38E-02		
439	1.37E-02		
440	0.013545799		
441	1.34E-02		
442	1.32E-02		
443	1.30E-02		
444	1.27E-02		
445	1.23E-02		
446	1.20E-02		
447	1.16E-02		
448	0.011209169		
449	1.08E-02		
450	1.05E-02		
451	1.01E-02		
452	9.84E-03		
453	9.61E-03		
454	9.38E-03		
455	9.18E-03		
456	9.03E-03		
457	8.88E-03		
458	8.75E-03		
459	8.62E-03		
460	8.50E-03		
461	8.41E-03		
462	8.30E-03		
463	8.20E-03		
464	8.10E-03		
465	8.02E-03		
466	7.91E-03		
467	7.78E-03		
468	7.67E-03		
469	7.53E-03		
470	7.39E-03		
471	7.23E-03		
472	7.09E-03		
473	6.95E-03		
474	6.82E-03		
475	6.71E-03		
476	6.63E-03		
477	6.55E-03		
478	6.48E-03		
479	6.41E-03		
480	6.37E-03		
481	6.31E-03		
482	6.28E-03		
483	6.24E-03		
484	6.21E-03		
485	6.21E-03		
486	6.22E-03		
487	6.25E-03		
488	6.30E-03		
489	6.34E-03		
490	6.36E-03		
491	6.40E-03		
492	6.44E-03		
493	6.47E-03		
494	6.49E-03		
495	0.006485885		
496	6.48E-03		
497	6.47E-03		
498	6.43E-03		
499	6.37E-03		
500	6.30E-03		
501	6.19E-03		
502	6.07E-03		
503	5.94E-03		
504	5.81E-03		
505	5.66E-03		
506	5.50E-03		
507	5.34E-03		
508	5.18E-03		
509	5.00E-03		
510	4.83E-03		
511	4.65E-03		
512	4.47E-03		
513	4.28E-03		
514	4.10E-03		
515	3.94E-03		
516	3.76E-03		
517	3.58E-03		
518	3.42E-03		
519	3.26E-03		
520	3.09E-03		
521	2.94E-03		
522	2.81E-03		
523	2.67E-03		
524	2.55E-03		
525	2.43E-03		
526	2.34E-03		
527	2.25E-03		
528	2.17E-03		
529	2.12E-03		
530	2.07E-03		
531	2.03E-03		
532	1.99E-03		
533	1.98E-03		
534	1.95E-03		
535	1.94E-03		
536	1.94E-03		
537	1.92E-03		
538	1.92E-03		
539	1.92E-03		
540	1.92E-03		
541	1.95E-03		
542	1.97E-03		
543	1.98E-03		
544	2.00E-03		
545	2.03E-03		
546	2.08E-03		
547	2.11E-03		
548	2.15E-03		
549	2.18E-03		
550	2.22E-03		
551	2.26E-03		
552	2.32E-03		
553	2.40E-03		
554	2.45E-03		
555	2.51E-03		
556	2.58E-03		
557	2.65E-03		
558	2.74E-03		
559	2.80E-03		
560	2.90E-03		
561	2.97E-03		
562	3.04E-03		
563	3.12E-03		
564	3.19E-03		
565	3.26E-03		
566	3.34E-03		
567	3.42E-03		
568	3.49E-03		
569	3.58E-03		
570	3.67E-03		
571	3.78E-03		
572	3.90E-03		
573	4.00E-03		
574	4.09E-03		
575	4.19E-03		
576	4.28E-03		
577	4.37E-03		
578	4.47E-03		
579	4.56E-03		
580	4.65E-03		
581	0.004747511		
582	4.85E-03		
583	4.96E-03		
584	5.05E-03		
585	5.13E-03		
586	5.20E-03		
587	5.26E-03		
588	5.33E-03		
589	5.39E-03		
590	5.47E-03		
591	5.54E-03		
592	5.61E-03		
593	5.70E-03		
594	5.79E-03		
595	5.89E-03		
596	5.98E-03		
597	6.08E-03		
598	6.17E-03		
599	6.26E-03		
600	6.38E-03		
601	6.51E-03		
602	6.64E-03		
603	6.79E-03		
604	6.95E-03		
605	7.13E-03		
606	7.31E-03		
607	7.51E-03		
608	7.68E-03		
609	7.86E-03		
610	8.02E-03		
611	8.17E-03		
612	8.34E-03		
613	8.51E-03		
