OLIS-3D-ASCII	SySl1107						
375	8.62E-03						
376	8.99E-03						
377	9.26E-03						
378	9.45E-03						
379	9.57E-03						
380	9.63E-03						
381	9.66E-03						
382	9.65E-03						
383	9.68E-03						
384	9.73E-03						
385	9.74E-03						
386	9.75E-03						
387	9.74E-03						
388	9.70E-03						
389	9.67E-03						
390	9.71E-03						
391	9.74E-03						
392	9.81E-03						
393	9.87E-03						
394	9.99E-03						
395	1.01E-02						
396	1.02E-02						
397	0.010368964						
398	1.05E-02						
399	1.06E-02						
400	1.07E-02						
401	1.08E-02						
402	1.10E-02						
403	1.12E-02						
404	1.14E-02						
405	0.011625462						
406	1.19E-02						
407	1.21E-02						
408	1.24E-02						
409	1.27E-02						
410	1.29E-02						
411	1.32E-02						
412	1.35E-02						
413	1.37E-02						
414	0.014035531						
415	1.43E-02						
416	1.45E-02						
417	1.46E-02						
418	1.47E-02						
419	1.48E-02						
420	1.50E-02						
421	1.51E-02						
422	1.51E-02						
423	1.52E-02						
424	1.53E-02						
425	1.54E-02						
426	1.56E-02						
427	1.57E-02						
428	1.59E-02						
429	1.61E-02						
430	1.62E-02						
431	1.64E-02						
432	1.66E-02						
433	1.68E-02						
434	1.69E-02						
435	1.70E-02						
436	1.71E-02						
437	1.72E-02						
438	1.72E-02						
439	1.72E-02						
440	0.017052905						
441	1.69E-02						
442	1.67E-02						
443	1.64E-02						
444	1.61E-02						
445	0.015712118						
446	1.53E-02						
447	1.49E-02						
448	1.44E-02						
449	1.40E-02						
450	1.37E-02						
451	1.33E-02						
452	1.29E-02						
453	1.26E-02						
454	1.24E-02						
455	0.012207758						
456	0.012029776						
457	1.19E-02						
458	1.18E-02						
459	1.17E-02						
460	1.15E-02						
461	1.14E-02						
462	1.13E-02						
463	0.011206539						
464	1.11E-02						
465	1.10E-02						
466	1.08E-02						
467	1.07E-02						
468	1.06E-02						
469	1.04E-02						
470	1.02E-02						
471	1.01E-02						
472	9.90E-03						
473	9.75E-03						
474	9.59E-03						
475	9.46E-03						
476	9.34E-03						
477	9.26E-03						
478	9.18E-03						
479	9.13E-03						
480	9.10E-03						
481	9.08E-03						
482	9.10E-03						
483	9.15E-03						
484	9.20E-03						
485	0.009256781						
486	9.31E-03						
487	9.37E-03						
488	9.43E-03						
489	9.51E-03						
490	9.56E-03						
491	9.61E-03						
492	9.68E-03						
493	9.73E-03						
494	9.76E-03						
495	9.77E-03						
496	9.75E-03						
497	9.71E-03						
498	9.66E-03						
499	9.55E-03						
500	9.43E-03						
501	9.29E-03						
502	9.15E-03						
503	8.99E-03						
504	8.83E-03						
505	8.66E-03						
506	8.47E-03						
507	8.28E-03						
508	8.11E-03						
509	7.91E-03						
510	7.72E-03						
511	7.53E-03						
512	7.33E-03						
513	7.15E-03						
514	6.98E-03						
515	6.82E-03						
516	6.67E-03						
517	6.54E-03						
518	6.42E-03						
519	6.28E-03						
520	6.15E-03						
521	6.04E-03						
522	5.95E-03						
523	5.84E-03						
524	5.73E-03						
525	5.64E-03						
526	5.55E-03						
527	5.48E-03						
528	5.41E-03						
529	5.35E-03						
530	5.31E-03						
531	5.26E-03						
532	0.005229687						
533	5.20E-03						
534	5.18E-03						
535	5.14E-03						
536	5.12E-03						
537	5.09E-03						
538	5.05E-03						
539	5.03E-03						
540	5.01E-03						
541	4.99E-03						
542	5.00E-03						
543	0.005002818						
544	5.01E-03						
545	5.00E-03						
546	5.01E-03						
547	5.03E-03						
548	5.02E-03						
549	5.01E-03						
550	5.01E-03						
551	5.02E-03						
552	5.04E-03						
553	5.09E-03						
554	5.14E-03						
555	5.19E-03						
556	5.23E-03						
557	5.27E-03						
558	5.32E-03						
559	5.37E-03						
560	5.40E-03						
561	5.46E-03						
562	5.52E-03						
563	5.59E-03						
564	5.64E-03						
565	5.72E-03						
566	5.78E-03						
567	5.81E-03						
568	5.81E-03						
569	5.80E-03						
570	5.74E-03						
571	5.66E-03						
572	5.55E-03						
573	5.40E-03						
574	5.23E-03						
575	5.02E-03						
576	4.81E-03						
577	4.59E-03						
578	4.36E-03						
579	4.12E-03						
580	3.92E-03						
581	3.75E-03						
582	3.61E-03						
583	3.48E-03						
584	3.36E-03						
585	3.26E-03						
586	3.19E-03						
587	3.12E-03						
588	3.05E-03						
589	2.97E-03						
590	2.91E-03						
591	2.85E-03						
592	2.83E-03						
593	2.81E-03						
594	2.79E-03						
595	2.76E-03						
596	2.75E-03						
597	2.75E-03						
598	2.74E-03						
599	2.72E-03						
600	2.72E-03						
601	2.70E-03						
602	2.70E-03						
603	2.69E-03						
604	2.69E-03						
605	2.70E-03						
606	2.70E-03						
607	2.72E-03						
608	2.75E-03						
609	2.80E-03						
610	2.85E-03						
611	2.90E-03						
612	2.95E-03						
613	2.99E-03						
614	3.03E-03						
615	3.07E-03						
616	3.10E-03						
617	3.13E-03						
618	3.13E-03						
619	3.15E-03						
620	3.18E-03						
621	3.21E-03						
622	3.22E-03						
623	3.24E-03						
624	3.26E-03						
625	3.30E-03						
626	3.31E-03						
627	3.33E-03						
628	3.33E-03						
629	3.35E-03						
630	3.34E-03						
631	3.34E-03						
632	3.34E-03						
633	3.31E-03						
634	3.27E-03						
635	3.25E-03						
636	3.23E-03						
637	3.20E-03						
638	3.15E-03						
639	3.14E-03						
640	3.11E-03						
641	3.10E-03						
642	3.08E-03						
643	3.08E-03						
644	3.07E-03						
645	3.05E-03						
646	3.05E-03						
647	3.06E-03						
648	3.09E-03						
649	3.13E-03						
650	3.17E-03						
651	3.23E-03						
652	3.28E-03						
653	3.36E-03						
654	3.45E-03						
655	3.59E-03						
656	3.75E-03						
657	3.94E-03						
658	4.18E-03						
659	4.46E-03						
660	4.77E-03						
661	5.09E-03						
662	5.47E-03						
663	5.86E-03						
664	6.26E-03						
665	6.67E-03						
666	7.09E-03						
667	7.53E-03						
668	8.00E-03						
669	8.44E-03						
670	8.87E-03						
671	9.31E-03						
672	9.72E-03						
673	1.01E-02						
674	1.05E-02						
675	0.010881012						
676	1.12E-02						
677	1.14E-02						
678	1.16E-02						
679	1.18E-02						
680	1.18E-02						
681	1.17E-02						
682	1.15E-02						
683	1.12E-02						
684	1.07E-02						
685	1.01E-02						
686	9.46E-03						
687	8.72E-03						
688	8.02E-03						
689	7.31E-03						
690	6.66E-03						
691	6.02E-03						
692	5.42E-03						
693	4.89E-03						
694	4.40E-03						
695	3.99E-03						
696	3.58E-03						
697	3.21E-03						
698	2.94E-03						
699	2.67E-03						
700	2.46E-03						
701	2.27E-03						
702	2.08E-03						
703	1.91E-03						
704	1.79E-03						
705	1.66E-03						
706	1.50E-03						
707	1.32E-03						
708	1.10E-03						
709	8.23E-04						
710	4.83E-04						
