OLIS-3D-ASCII	SySl1020	
375	1.55E-02	
376	1.61E-02	
377	1.66E-02	
378	1.70E-02	
379	1.73E-02	
380	0.01758216	
381	1.78E-02	
382	1.79E-02	
383	1.80E-02	
384	1.80E-02	
385	1.80E-02	
386	0.017832906	
387	1.78E-02	
388	1.78E-02	
389	1.78E-02	
390	0.017817324	
391	1.78E-02	
392	1.78E-02	
393	1.79E-02	
394	1.80E-02	
395	1.81E-02	
396	1.83E-02	
397	0.018473658	
398	1.87E-02	
399	1.90E-02	
400	0.01930163	
401	0.019681299	
402	2.00E-02	
403	0.02044408	
404	2.08E-02	
405	2.13E-02	
406	0.021804399	
407	2.23E-02	
408	2.29E-02	
409	2.35E-02	
410	2.41E-02	
411	2.46E-02	
412	2.52E-02	
413	2.57E-02	
414	2.62E-02	
415	2.66E-02	
416	2.71E-02	
417	2.74E-02	
418	2.78E-02	
419	2.81E-02	
420	0.028423062	
421	2.87E-02	
422	2.90E-02	
423	2.92E-02	
424	0.029439334	
425	2.97E-02	
426	3.01E-02	
427	3.05E-02	
428	3.09E-02	
429	3.14E-02	
430	3.19E-02	
431	3.24E-02	
432	3.29E-02	
433	3.33E-02	
434	3.38E-02	
435	3.42E-02	
436	0.034508482	
437	0.034760951	
438	3.49E-02	
439	3.49E-02	
440	3.49E-02	
441	3.46E-02	
442	3.43E-02	
443	3.39E-02	
444	3.33E-02	
445	3.25E-02	
446	3.17E-02	
447	3.08E-02	
448	0.029916237	
449	2.90E-02	
450	2.82E-02	
451	2.74E-02	
452	2.67E-02	
453	2.61E-02	
454	2.56E-02	
455	2.51E-02	
456	2.47E-02	
457	2.43E-02	
458	2.40E-02	
459	2.38E-02	
460	0.023534246	
461	2.33E-02	
462	2.31E-02	
463	0.022965014	
464	2.28E-02	
465	0.022625271	
466	2.24E-02	
467	2.23E-02	
468	2.21E-02	
469	2.19E-02	
470	2.18E-02	
471	2.17E-02	
472	2.16E-02	
473	2.15E-02	
474	2.15E-02	
475	2.14E-02	
476	2.15E-02	
477	2.15E-02	
478	0.021548792	
479	2.16E-02	
480	2.17E-02	
481	2.18E-02	
482	2.19E-02	
483	2.20E-02	
484	2.21E-02	
485	2.22E-02	
486	2.22E-02	
487	2.22E-02	
488	2.22E-02	
489	2.21E-02	
490	2.21E-02	
491	2.20E-02	
492	2.18E-02	
493	2.17E-02	
494	2.15E-02	
495	2.13E-02	
496	2.10E-02	
497	2.07E-02	
498	2.04E-02	
499	2.01E-02	
500	1.98E-02	
501	1.95E-02	
502	0.019225966	
503	1.89E-02	
504	0.018675929	
505	1.84E-02	
506	1.82E-02	
507	0.017944956	
508	1.77E-02	
509	1.75E-02	
510	1.73E-02	
511	1.71E-02	
512	1.69E-02	
513	0.016753338	
514	1.66E-02	
515	0.016479985	
516	1.64E-02	
517	1.62E-02	
518	1.60E-02	
519	0.015793892	
520	1.56E-02	
521	0.015309845	
522	1.50E-02	
523	0.014701483	
524	1.43E-02	
525	1.39E-02	
526	1.35E-02	
527	1.31E-02	
528	1.26E-02	
529	1.21E-02	
530	1.16E-02	
531	1.11E-02	
