OLIS-3D-ASCII	SySl1234			
375	5.49E-02			
376	5.49E-02			
377	5.50E-02			
378	5.53E-02			
379	5.57E-02			
380	5.61E-02			
381	5.65E-02			
382	5.68E-02			
383	5.71E-02			
384	5.73E-02			
385	5.73E-02			
386	5.72E-02			
387	5.69E-02			
388	0.056639721			
389	5.65E-02			
390	0.056447159			
391	5.63E-02			
392	5.63E-02			
393	5.63E-02			
394	5.65E-02			
395	5.67E-02			
396	5.70E-02			
397	0.057500228			
398	5.80E-02			
399	5.85E-02			
400	0.059231459			
401	6.02E-02			
402	6.12E-02			
403	6.24E-02			
404	0.063828782			
405	6.53E-02			
406	6.68E-02			
407	6.83E-02			
408	6.99E-02			
409	0.071646937			
410	7.35E-02			
411	7.54E-02			
412	7.73E-02			
413	7.93E-02			
414	8.13E-02			
415	8.36E-02			
416	8.58E-02			
417	8.80E-02			
418	9.04E-02			
419	9.28E-02			
420	9.53E-02			
421	9.79E-02			
422	0.100201789			
423	0.102491774			
424	0.104503377			
425	0.106264851			
426	0.107898596			
427	0.109447074			
428	0.111026338			
429	0.112496362			
430	0.114169381			
431	0.11580198			
432	0.117703629			
433	0.11937749			
434	0.12139236			
435	0.123636025			
436	0.125861233			
437	0.128381094			
438	0.130820179			
439	0.133424899			
440	0.1362069			
441	0.13849909			
442	0.140519566			
443	0.142733659			
444	0.145330382			
445	0.147338217			
446	0.148938766			
447	0.149720146			
448	0.150712851			
449	0.151610835			
450	0.15201198			
451	0.152030839			
452	0.151545741			
453	0.150751191			
454	0.149327958			
455	0.148677663			
456	0.14806622			
457	0.146819048			
458	0.145084651			
459	0.143329239			
460	0.142256953			
461	0.141258718			
462	0.140058937			
463	0.139541305			
464	0.139159103			
465	0.139126724			
466	0.13852246			
467	0.139541776			
468	0.14028632			
469	0.141586658			
470	0.142557233			
471	0.143773701			
472	0.145467229			
473	0.146812685			
474	0.148262519			
475	0.150330112			
476	0.151710905			
477	0.153380808			
478	0.154849299			
479	0.156471805			
480	0.157895991			
481	0.159310343			
482	0.159998845			
483	0.160553664			
484	0.160421414			
485	0.159356238			
486	0.157692694			
487	0.155320353			
488	0.152139638			
489	0.147963442			
490	0.143248728			
491	0.137368392			
492	0.131831949			
493	0.125750709			
494	0.119315499			
495	0.112817077			
496	0.106183078			
497	0.099575893			
498	9.32E-02			
499	8.73E-02			
500	8.15E-02			
501	7.57E-02			
502	7.06E-02			
503	6.56E-02			
504	6.11E-02			
505	5.68E-02			
506	5.28E-02			
507	4.90E-02			
508	4.53E-02			
509	0.041810891			
510	3.88E-02			
511	3.61E-02			
512	3.34E-02			
513	3.10E-02			
514	2.88E-02			
515	2.69E-02			
516	0.025114497			
517	2.35E-02			
518	2.19E-02			
519	2.05E-02			
520	1.93E-02			
521	1.82E-02			
522	1.71E-02			
523	1.62E-02			
524	1.53E-02			
525	1.44E-02			
526	1.37E-02			
527	1.31E-02			
528	1.26E-02			
529	0.012043478			
530	1.16E-02			
531	1.12E-02			
532	1.10E-02			
533	1.07E-02			
534	1.05E-02			
535	1.03E-02			
536	1.01E-02			
537	9.96E-03			
538	9.82E-03			
539	9.70E-03			
540	9.60E-03			
541	9.51E-03			
542	9.47E-03			
543	9.42E-03			
544	9.40E-03			
545	9.39E-03			
546	9.37E-03			
547	9.38E-03			
548	9.37E-03			
549	9.35E-03			
550	9.31E-03			
551	9.28E-03			
552	9.24E-03			
553	9.21E-03			
554	9.20E-03			
555	9.16E-03			
556	9.14E-03			
557	9.12E-03			
558	9.08E-03			
559	9.06E-03			
560	9.03E-03			
561	9.02E-03			
562	9.01E-03			
563	9.02E-03			
564	9.03E-03			
565	9.05E-03			
566	9.08E-03			
567	9.11E-03			
568	9.15E-03			
569	9.21E-03			
570	9.30E-03			
571	9.43E-03			
572	9.55E-03			
573	9.70E-03			
574	9.86E-03			
575	1.00E-02			
576	1.02E-02			
577	1.04E-02			
578	1.06E-02			
579	1.08E-02			
580	1.10E-02			
581	1.12E-02			
582	1.15E-02			
583	1.17E-02			
584	1.19E-02			
585	1.22E-02			
586	1.24E-02			
587	1.27E-02			
588	1.29E-02			
589	1.31E-02			
590	1.34E-02			
591	1.37E-02			
592	1.39E-02			
593	1.42E-02			
594	1.45E-02			
595	1.47E-02			
596	1.50E-02			
597	1.52E-02			
598	1.54E-02			
599	1.56E-02			
600	1.58E-02			
601	1.59E-02			
602	1.60E-02			
603	1.61E-02			
604	1.62E-02			
605	1.63E-02			
606	1.63E-02			
607	1.63E-02			
608	1.64E-02			
609	1.63E-02			
610	1.63E-02			
611	1.63E-02			
612	1.62E-02			
613	1.62E-02			
614	1.61E-02			
615	1.60E-02			
616	1.59E-02			
617	1.58E-02			
618	0.015779638			
619	1.57E-02			
620	1.57E-02			
621	1.57E-02			
622	1.57E-02			
623	1.57E-02			
624	1.58E-02			
625	1.59E-02			
626	1.61E-02			
627	1.63E-02			
628	1.65E-02			
629	1.68E-02			
630	1.72E-02			
631	1.76E-02			
632	1.79E-02			
633	1.83E-02			
634	1.88E-02			
635	1.92E-02			
636	1.97E-02			
