OLIS-3D-ASCII	SySl1324							
375	5.14E-03							
376	5.14E-03							
377	5.13E-03							
378	5.13E-03							
379	5.12E-03							
380	5.12E-03							
381	5.11E-03							
382	5.18E-03							
383	5.15E-03							
384	5.06E-03							
385	5.00E-03							
386	5.03E-03							
387	5.04E-03							
388	4.99E-03							
389	4.90E-03							
390	4.85E-03							
391	4.79E-03							
392	4.74E-03							
393	4.79E-03							
394	4.80E-03							
395	4.77E-03							
396	4.73E-03							
397	4.73E-03							
398	4.78E-03							
399	4.80E-03							
400	4.81E-03							
401	4.78E-03							
402	4.81E-03							
403	4.87E-03							
404	4.94E-03							
405	5.00E-03							
406	5.04E-03							
407	5.08E-03							
408	5.16E-03							
409	5.25E-03							
410	5.35E-03							
411	5.45E-03							
412	5.53E-03							
413	5.59E-03							
414	5.66E-03							
415	5.74E-03							
416	5.81E-03							
417	5.83E-03							
418	5.84E-03							
419	5.82E-03							
420	5.80E-03							
421	5.81E-03							
422	5.80E-03							
423	5.79E-03							
424	5.78E-03							
425	5.77E-03							
426	5.79E-03							
427	5.83E-03							
428	5.88E-03							
429	5.92E-03							
430	5.96E-03							
431	5.98E-03							
432	6.04E-03							
433	6.10E-03							
434	6.13E-03							
435	6.16E-03							
436	6.20E-03							
437	6.21E-03							
438	6.21E-03							
439	6.19E-03							
440	6.15E-03							
441	6.10E-03							
442	6.02E-03							
443	5.89E-03							
444	5.76E-03							
445	5.60E-03							
446	5.43E-03							
447	5.25E-03							
448	5.06E-03							
449	4.85E-03							
450	4.66E-03							
451	4.49E-03							
452	4.33E-03							
453	4.19E-03							
454	4.05E-03							
455	3.92E-03							
456	3.84E-03							
457	3.76E-03							
458	3.69E-03							
459	3.64E-03							
460	3.57E-03							
461	3.52E-03							
462	3.48E-03							
463	3.44E-03							
464	3.39E-03							
465	3.36E-03							
466	3.31E-03							
467	3.26E-03							
468	3.24E-03							
469	3.21E-03							
470	3.17E-03							
471	3.14E-03							
472	3.11E-03							
473	3.09E-03							
474	3.07E-03							
475	3.03E-03							
476	2.99E-03							
477	2.96E-03							
478	2.92E-03							
479	2.89E-03							
480	2.88E-03							
481	2.87E-03							
482	2.85E-03							
483	2.85E-03							
484	2.86E-03							
485	2.86E-03							
486	2.85E-03							
487	2.83E-03							
488	2.84E-03							
489	2.86E-03							
490	2.86E-03							
491	2.88E-03							
492	2.90E-03							
493	2.91E-03							
494	2.92E-03							
495	2.92E-03							
496	2.91E-03							
497	2.90E-03							
498	2.88E-03							
499	2.87E-03							
500	2.87E-03							
501	2.85E-03							
502	2.82E-03							
503	2.79E-03							
504	2.76E-03							
505	2.72E-03							
506	2.70E-03							
507	2.66E-03							
508	2.63E-03							
509	2.59E-03							
510	2.56E-03							
511	2.53E-03							
512	2.49E-03							
513	2.45E-03							
514	2.42E-03							
515	2.38E-03							
516	2.34E-03							
517	2.31E-03							
518	2.28E-03							
519	2.25E-03							
520	2.23E-03							
521	2.19E-03							
522	2.15E-03							
523	2.11E-03							
524	2.07E-03							
525	2.03E-03							
526	1.97E-03							
527	1.93E-03							
528	1.86E-03							
529	1.82E-03							
530	1.78E-03							
531	1.75E-03							
532	1.73E-03							
533	1.69E-03							
534	1.66E-03							
535	1.64E-03							
536	1.60E-03							
537	1.58E-03							
538	1.55E-03							
539	1.55E-03							
540	1.52E-03							
541	1.52E-03							
542	1.51E-03							
543	1.51E-03							
544	1.50E-03							
545	0.001502252							
546	1.50E-03							
547	1.50E-03							
548	1.50E-03							
549	1.52E-03							
550	1.53E-03							
551	1.55E-03							
552	1.55E-03							
553	1.57E-03							
554	1.59E-03							
555	1.62E-03							
556	1.63E-03							
557	1.65E-03							
558	1.67E-03							
559	1.69E-03							
560	1.72E-03							
561	1.76E-03							
562	1.79E-03							
563	1.83E-03							
564	1.85E-03							
565	1.91E-03							
566	1.96E-03							
567	2.01E-03							
568	2.05E-03							
569	2.11E-03							
570	2.16E-03							
571	2.21E-03							
572	2.25E-03							
573	2.30E-03							
574	2.34E-03							
575	2.39E-03							
576	2.44E-03							
577	2.49E-03							
578	2.53E-03							
579	2.58E-03							
580	2.63E-03							
581	0.002678297							
582	2.72E-03							
583	2.75E-03							
584	2.77E-03							
585	2.81E-03							
586	2.85E-03							
587	2.90E-03							
588	2.94E-03							
589	2.98E-03							
590	3.00E-03							
591	3.04E-03							
592	3.09E-03							
593	3.13E-03							
594	3.17E-03							
595	3.19E-03							
596	3.23E-03							
597	3.26E-03							
598	3.30E-03							
599	3.34E-03							
600	3.39E-03							
601	3.46E-03							
602	3.51E-03							
603	3.59E-03							
604	3.67E-03							
605	3.75E-03							
606	3.83E-03							
607	3.91E-03							
608	4.00E-03							
609	4.08E-03							
610	4.16E-03							
611	4.23E-03							
612	4.34E-03							
613	4.43E-03							
614	4.53E-03							
615	4.62E-03							
616	4.71E-03							
617	4.80E-03							
618	4.88E-03							
619	4.96E-03							
620	5.03E-03							
621	5.08E-03							
622	5.14E-03							
623	5.19E-03							
624	5.23E-03							
625	5.26E-03							
626	5.29E-03							
627	5.30E-03							
628	5.31E-03							
629	5.30E-03							
630	5.28E-03							
631	5.25E-03							
632	5.23E-03							
633	5.20E-03							
634	5.16E-03							
635	5.13E-03							
636	5.09E-03							
637	5.05E-03							
638	5.00E-03							
639	4.95E-03							
640	4.88E-03							
641	4.78E-03							
642	4.67E-03							
643	4.56E-03							
644	4.46E-03							
645	4.34E-03							
646	4.21E-03							
647	4.11E-03							
648	3.99E-03							
649	3.88E-03							
650	3.79E-03							
651	3.70E-03							
652	3.63E-03							
653	3.56E-03							
654	3.51E-03							
655	3.49E-03							
656	3.50E-03							
657	3.48E-03							
658	3.51E-03							
659	3.56E-03							
660	3.62E-03							
661	3.69E-03							
662	3.79E-03							
663	3.89E-03							
664	3.99E-03							
665	4.13E-03							
666	4.26E-03							
667	4.39E-03							
668	4.54E-03							
