OLIS-3D-ASCII	SySl1109				
375	1.35E-03				
376	1.49E-03				
377	1.58E-03				
378	1.63E-03				
379	1.64E-03				
380	1.62E-03				
381	1.59E-03				
382	1.46E-03				
383	1.48E-03				
384	1.43E-03				
385	1.37E-03				
386	1.36E-03				
387	1.33E-03				
388	1.43E-03				
389	1.49E-03				
390	1.47E-03				
391	1.46E-03				
392	1.53E-03				
393	1.53E-03				
394	1.48E-03				
395	1.51E-03				
396	1.51E-03				
397	1.51E-03				
398	1.47E-03				
399	1.47E-03				
400	1.47E-03				
401	1.47E-03				
402	1.49E-03				
403	1.49E-03				
404	1.51E-03				
405	1.57E-03				
406	1.60E-03				
407	1.63E-03				
408	1.66E-03				
409	1.68E-03				
410	1.72E-03				
411	1.74E-03				
412	1.78E-03				
413	1.80E-03				
414	1.84E-03				
415	1.86E-03				
416	1.91E-03				
417	1.97E-03				
418	1.98E-03				
419	2.00E-03				
420	2.00E-03				
421	2.02E-03				
422	2.00E-03				
423	1.99E-03				
424	2.00E-03				
425	2.00E-03				
426	2.00E-03				
427	2.01E-03				
428	2.03E-03				
429	2.04E-03				
430	2.07E-03				
431	2.12E-03				
432	2.15E-03				
433	2.17E-03				
434	2.19E-03				
435	2.20E-03				
436	2.20E-03				
437	2.21E-03				
438	2.19E-03				
439	2.19E-03				
440	2.16E-03				
441	2.12E-03				
442	2.08E-03				
443	2.05E-03				
444	2.00E-03				
445	1.96E-03				
446	1.90E-03				
447	1.84E-03				
448	1.79E-03				
449	1.75E-03				
450	1.70E-03				
451	1.66E-03				
452	1.61E-03				
453	1.57E-03				
454	1.53E-03				
455	1.50E-03				
456	1.47E-03				
457	1.44E-03				
458	1.41E-03				
459	1.39E-03				
460	1.37E-03				
461	1.36E-03				
462	1.33E-03				
463	1.32E-03				
464	1.30E-03				
465	1.28E-03				
466	1.27E-03				
467	1.26E-03				
468	1.25E-03				
469	1.23E-03				
470	1.22E-03				
471	0.001201036				
472	1.18E-03				
473	1.16E-03				
474	1.14E-03				
475	1.13E-03				
476	1.12E-03				
477	1.10E-03				
478	1.08E-03				
479	1.07E-03				
480	1.06E-03				
481	1.06E-03				
482	1.07E-03				
483	1.06E-03				
484	1.07E-03				
485	1.08E-03				
486	1.09E-03				
487	1.09E-03				
488	1.10E-03				
489	1.09E-03				
490	1.09E-03				
491	1.08E-03				
492	1.09E-03				
493	1.09E-03				
494	1.09E-03				
495	1.09E-03				
496	1.10E-03				
497	1.10E-03				
498	1.11E-03				
499	1.09E-03				
500	1.09E-03				
501	1.07E-03				
502	1.06E-03				
503	1.05E-03				
504	1.04E-03				
505	1.02E-03				
506	1.01E-03				
507	9.84E-04				
508	9.69E-04				
509	9.59E-04				
510	9.43E-04				
511	9.26E-04				
512	9.15E-04				
513	9.01E-04				
514	8.93E-04				
515	8.80E-04				
516	8.57E-04				
517	8.55E-04				
518	8.42E-04				
519	8.23E-04				
520	8.14E-04				
521	7.90E-04				
522	7.63E-04				
523	7.54E-04				
524	7.46E-04				
525	7.37E-04				
526	7.16E-04				
527	7.06E-04				
528	6.93E-04				
529	7.18E-04				
530	7.20E-04				
531	7.24E-04				
532	7.37E-04				
533	7.24E-04				
534	7.21E-04				
535	7.25E-04				
536	7.27E-04				
537	7.20E-04				
538	7.08E-04				
539	7.06E-04				
540	6.94E-04				
541	7.05E-04				
542	6.87E-04				
543	6.93E-04				
544	7.02E-04				
545	6.97E-04				
546	7.12E-04				
547	7.08E-04				
548	7.15E-04				
549	7.22E-04				
550	7.21E-04				
551	7.15E-04				
552	7.01E-04				
553	7.06E-04				
554	7.02E-04				
555	7.13E-04				
556	7.30E-04				
557	7.35E-04				
558	7.46E-04				
559	7.51E-04				
560	7.60E-04				
561	7.75E-04				
562	7.84E-04				
563	7.88E-04				
564	7.97E-04				
565	8.13E-04				
566	8.15E-04				
567	8.21E-04				
568	8.28E-04				
569	8.16E-04				
570	8.09E-04				
571	7.93E-04				
572	7.68E-04				
573	7.51E-04				
574	7.22E-04				
575	6.99E-04				
576	6.78E-04				
577	6.45E-04				
578	6.12E-04				
579	5.86E-04				
580	5.52E-04				
581	5.19E-04				
582	4.89E-04				
583	4.69E-04				
584	4.48E-04				
585	4.24E-04				
586	4.02E-04				
587	3.89E-04				
588	3.80E-04				
589	3.57E-04				
590	3.56E-04				
591	3.50E-04				
592	3.45E-04				
593	3.49E-04				
594	3.57E-04				
595	3.68E-04				
596	3.66E-04				
597	3.56E-04				
598	3.53E-04				
599	3.46E-04				
600	3.46E-04				
601	3.44E-04				
602	3.47E-04				
603	3.40E-04				
604	3.32E-04				
605	3.29E-04				
606	3.30E-04				
607	3.22E-04				
608	3.24E-04				
609	3.27E-04				
610	3.26E-04				
611	3.35E-04				
612	3.42E-04				
613	3.57E-04				
614	3.67E-04				
615	3.79E-04				
616	3.84E-04				
617	3.90E-04				
618	3.83E-04				
619	4.01E-04				
620	4.18E-04				
621	4.25E-04				
622	4.18E-04				
623	4.26E-04				
624	4.18E-04				
625	4.32E-04				
626	4.44E-04				
627	4.48E-04				
628	4.43E-04				
629	4.35E-04				
630	4.20E-04				
631	4.22E-04				
632	4.15E-04				
