OLIS-3D-ASCII	SySl1110			
375	3.81E-03			
376	3.90E-03			
377	3.98E-03			
378	4.05E-03			
379	4.11E-03			
380	4.16E-03			
381	4.20E-03			
382	4.26E-03			
383	4.31E-03			
384	4.27E-03			
385	4.27E-03			
386	4.27E-03			
387	4.28E-03			
388	4.30E-03			
389	4.24E-03			
390	4.24E-03			
391	4.21E-03			
392	4.20E-03			
393	4.15E-03			
394	4.17E-03			
395	4.15E-03			
396	4.13E-03			
397	4.20E-03			
398	4.18E-03			
399	4.22E-03			
400	4.26E-03			
401	4.27E-03			
402	4.29E-03			
403	4.33E-03			
404	4.36E-03			
405	4.39E-03			
406	4.44E-03			
407	4.48E-03			
408	4.56E-03			
409	4.66E-03			
410	4.74E-03			
411	4.81E-03			
412	4.84E-03			
413	4.87E-03			
414	4.87E-03			
415	4.93E-03			
416	4.92E-03			
417	4.90E-03			
418	4.90E-03			
419	4.91E-03			
420	4.95E-03			
421	4.98E-03			
422	5.02E-03			
423	5.01E-03			
424	5.00E-03			
425	5.01E-03			
426	5.02E-03			
427	5.02E-03			
428	4.99E-03			
429	4.99E-03			
430	5.03E-03			
431	5.07E-03			
432	5.10E-03			
433	5.13E-03			
434	0.005152713			
435	5.17E-03			
436	5.17E-03			
437	5.18E-03			
438	5.15E-03			
439	5.10E-03			
440	5.05E-03			
441	5.02E-03			
442	4.98E-03			
443	4.92E-03			
444	4.84E-03			
445	4.75E-03			
446	4.66E-03			
447	4.58E-03			
448	4.48E-03			
449	4.40E-03			
450	4.31E-03			
451	4.21E-03			
452	4.13E-03			
453	4.08E-03			
454	4.01E-03			
455	3.96E-03			
456	3.91E-03			
457	3.86E-03			
458	3.81E-03			
459	3.78E-03			
460	3.74E-03			
461	3.69E-03			
462	3.64E-03			
463	3.59E-03			
464	3.56E-03			
465	3.53E-03			
466	3.48E-03			
467	3.44E-03			
468	3.43E-03			
469	3.38E-03			
470	3.34E-03			
471	3.29E-03			
472	3.25E-03			
473	3.19E-03			
474	3.15E-03			
475	3.12E-03			
476	3.10E-03			
477	3.07E-03			
478	3.04E-03			
479	3.02E-03			
480	3.01E-03			
481	2.98E-03			
482	2.98E-03			
483	2.97E-03			
484	2.96E-03			
485	2.96E-03			
486	2.98E-03			
487	3.00E-03			
488	3.03E-03			
489	3.05E-03			
490	3.05E-03			
491	3.06E-03			
492	3.07E-03			
493	3.08E-03			
494	3.11E-03			
495	3.12E-03			
496	3.11E-03			
497	3.12E-03			
498	3.13E-03			
499	3.12E-03			
500	3.11E-03			
501	3.08E-03			
502	3.04E-03			
503	3.01E-03			
504	2.97E-03			
505	2.93E-03			
506	2.89E-03			
507	2.82E-03			
508	2.76E-03			
509	2.71E-03			
510	2.65E-03			
511	2.60E-03			
512	2.53E-03			
513	2.44E-03			
514	2.37E-03			
515	2.31E-03			
516	2.23E-03			
517	2.15E-03			
518	2.07E-03			
519	1.98E-03			
520	1.90E-03			
521	1.83E-03			
522	1.76E-03			
523	1.69E-03			
524	1.62E-03			
525	1.55E-03			
526	1.51E-03			
527	1.46E-03			
528	1.42E-03			
529	1.39E-03			
530	1.36E-03			
531	1.33E-03			
532	1.30E-03			
533	1.28E-03			
534	1.26E-03			
535	1.25E-03			
536	1.25E-03			
537	1.24E-03			
538	1.24E-03			
539	1.23E-03			
540	1.24E-03			
541	1.26E-03			
542	1.27E-03			
543	1.27E-03			
544	1.27E-03			
545	1.28E-03			
546	1.28E-03			
547	1.29E-03			
548	1.32E-03			
549	1.31E-03			
550	1.32E-03			
551	1.33E-03			
552	1.35E-03			
553	1.39E-03			
554	1.40E-03			
555	1.42E-03			
556	1.45E-03			
557	1.47E-03			
558	1.51E-03			
559	1.55E-03			
560	1.60E-03			
561	1.63E-03			
562	1.67E-03			
563	1.70E-03			
564	1.71E-03			
565	1.73E-03			
566	1.75E-03			
567	1.78E-03			
568	1.79E-03			
569	1.81E-03			
570	1.85E-03			
571	1.90E-03			
572	1.95E-03			
573	1.99E-03			
574	2.02E-03			
575	2.05E-03			
576	2.07E-03			
577	2.11E-03			
578	2.15E-03			
579	2.18E-03			
580	2.22E-03			
581	2.26E-03			
582	2.29E-03			
583	2.34E-03			
584	2.37E-03			
585	2.39E-03			
586	2.41E-03			
587	2.43E-03			
588	2.43E-03			
589	2.45E-03			
590	2.46E-03			
591	2.48E-03			
592	2.49E-03			
593	2.53E-03			
594	2.55E-03			
595	2.57E-03			
596	2.60E-03			
597	2.63E-03			
598	2.67E-03			
599	2.69E-03			
600	2.71E-03			
601	2.74E-03			
602	2.75E-03			
603	2.79E-03			
604	2.83E-03			
605	2.90E-03			
606	2.95E-03			
607	3.01E-03			
608	3.07E-03			
609	3.13E-03			
610	3.18E-03			
611	3.23E-03			
612	3.28E-03			
613	3.34E-03			
614	3.37E-03			
615	3.43E-03			
616	3.47E-03			
617	3.52E-03			
618	3.55E-03			
619	3.58E-03			
620	3.61E-03			
621	3.63E-03			
622	3.66E-03			
623	3.70E-03			
624	3.71E-03			
625	3.74E-03			
626	3.72E-03			
627	3.74E-03			
628	3.75E-03			
629	3.77E-03			
630	3.77E-03			
631	3.77E-03			
632	3.79E-03			
633	3.80E-03			
634	3.80E-03			
635	3.80E-03			
636	3.77E-03			
637	3.75E-03			
638	3.71E-03			
639	3.68E-03			
640	3.63E-03			
641	3.59E-03			
642	3.52E-03			
643	3.45E-03			
644	3.37E-03			
645	3.30E-03			
646	3.22E-03			
647	3.15E-03			
648	3.08E-03			
649	3.02E-03			
650	2.98E-03			
651	2.91E-03			
652	2.86E-03			
653	2.84E-03			
654	2.80E-03			
655	2.81E-03			
656	2.82E-03			
657	2.84E-03			
658	2.88E-03			
659	2.93E-03			
660	3.02E-03			
661	3.13E-03			
662	3.24E-03			
663	3.34E-03			
664	3.47E-03			
665	3.59E-03			
666	3.73E-03			
667	3.89E-03			
668	4.00E-03			
669	4.13E-03			
670	4.26E-03			
671	4.38E-03			
672	4.50E-03			
673	4.64E-03			
674	4.71E-03			
675	4.82E-03			
676	4.92E-03			
677	5.02E-03			
678	5.11E-03			
679	5.23E-03			
680	5.27E-03			
681	5.30E-03			
682	5.29E-03			
683	5.23E-03			
684	5.16E-03			
685	5.02E-03			
686	4.84E-03			
687	4.64E-03			
688	4.42E-03			
689	4.18E-03			
690	0.003956633			
691	3.76E-03			
692	3.54E-03			
693	3.32E-03			
694	3.09E-03			
695	2.91E-03			
696	2.79E-03			
697	2.59E-03			
698	2.46E-03			
699	2.37E-03			
700	2.22E-03			
701	2.13E-03			
702	2.03E-03			
703	1.98E-03			
704	1.87E-03			
705	1.78E-03			
706	1.74E-03			
707	1.77E-03			
708	1.89E-03			
709	2.12E-03			
710	2.49E-03			
