OLIS-3D-ASCII	SySl1109				
375	8.70E-04				
376	7.11E-04				
377	6.42E-04				
378	6.44E-04				
379	6.98E-04				
380	7.84E-04				
381	8.83E-04				
382	9.27E-04				
383	8.99E-04				
384	9.83E-04				
385	1.02E-03				
386	9.94E-04				
387	8.77E-04				
388	8.04E-04				
389	7.78E-04				
390	7.77E-04				
391	7.64E-04				
392	7.70E-04				
393	8.17E-04				
394	8.03E-04				
395	8.54E-04				
396	9.01E-04				
397	9.32E-04				
398	9.85E-04				
399	9.82E-04				
400	1.03E-03				
401	1.04E-03				
402	1.01E-03				
403	1.00E-03				
404	1.01E-03				
405	1.03E-03				
406	1.03E-03				
407	1.09E-03				
408	1.13E-03				
409	1.18E-03				
410	1.21E-03				
411	1.21E-03				
412	1.23E-03				
413	1.22E-03				
414	1.20E-03				
415	1.22E-03				
416	1.22E-03				
417	1.23E-03				
418	1.22E-03				
419	1.26E-03				
420	1.29E-03				
421	1.29E-03				
422	1.30E-03				
423	1.29E-03				
424	1.29E-03				
425	1.30E-03				
426	1.30E-03				
427	1.31E-03				
428	1.31E-03				
429	1.31E-03				
430	1.33E-03				
431	1.37E-03				
432	1.40E-03				
433	1.41E-03				
434	1.44E-03				
435	1.42E-03				
436	1.43E-03				
437	1.42E-03				
438	1.40E-03				
439	1.39E-03				
440	1.34E-03				
441	1.34E-03				
442	1.32E-03				
443	1.28E-03				
444	1.24E-03				
445	1.21E-03				
446	0.001172312				
447	1.15E-03				
448	1.12E-03				
449	1.09E-03				
450	1.07E-03				
451	1.04E-03				
452	1.01E-03				
453	9.87E-04				
454	9.71E-04				
455	9.38E-04				
456	9.21E-04				
457	9.11E-04				
458	8.96E-04				
459	8.85E-04				
460	8.63E-04				
461	8.57E-04				
462	8.50E-04				
463	8.13E-04				
464	7.96E-04				
465	7.65E-04				
466	7.64E-04				
467	7.43E-04				
468	7.27E-04				
469	7.24E-04				
470	7.17E-04				
471	7.03E-04				
472	6.97E-04				
473	6.99E-04				
474	6.94E-04				
475	6.78E-04				
476	6.66E-04				
477	6.34E-04				
478	6.24E-04				
479	6.13E-04				
480	5.89E-04				
481	5.90E-04				
482	5.88E-04				
483	5.84E-04				
484	5.91E-04				
485	6.03E-04				
486	6.13E-04				
487	6.22E-04				
488	6.29E-04				
489	6.32E-04				
490	6.41E-04				
491	6.47E-04				
492	6.48E-04				
493	6.53E-04				
494	6.53E-04				
495	6.54E-04				
496	6.51E-04				
497	6.49E-04				
498	6.41E-04				
499	6.28E-04				
500	6.25E-04				
501	6.10E-04				
502	6.08E-04				
503	6.01E-04				
504	5.86E-04				
505	5.76E-04				
506	5.61E-04				
507	5.51E-04				
508	5.41E-04				
509	5.19E-04				
510	5.00E-04				
511	4.69E-04				
512	4.59E-04				
513	4.35E-04				
514	4.37E-04				
515	4.25E-04				
516	4.03E-04				
517	4.01E-04				
518	3.97E-04				
519	3.92E-04				
520	3.92E-04				
521	3.74E-04				
522	3.73E-04				
523	3.63E-04				
524	3.51E-04				
525	3.27E-04				
526	3.17E-04				
527	3.01E-04				
528	2.91E-04				
529	2.80E-04				
530	2.69E-04				
531	2.52E-04				
532	2.49E-04				
533	2.40E-04				
534	2.36E-04				
535	2.25E-04				
536	2.06E-04				
537	1.98E-04				
538	1.89E-04				
539	1.84E-04				
540	1.83E-04				
541	1.68E-04				
542	0.000167649				
543	1.76E-04				
544	1.79E-04				
545	1.80E-04				
546	1.71E-04				
547	1.63E-04				
548	1.56E-04				
549	1.50E-04				
550	1.37E-04				
551	1.41E-04				
552	1.49E-04				
553	1.50E-04				
554	1.61E-04				
555	1.71E-04				
556	1.65E-04				
557	1.66E-04				
558	1.56E-04				
559	1.53E-04				
560	1.49E-04				
561	1.40E-04				
562	1.33E-04				
563	1.45E-04				
564	1.52E-04				
565	1.54E-04				
566	1.51E-04				
567	1.64E-04				
568	1.75E-04				
569	1.77E-04				
570	1.81E-04				
571	1.82E-04				
572	1.75E-04				
573	1.64E-04				
574	1.37E-04				
575	1.22E-04				
576	9.59E-05				
577	7.98E-05				
578	6.48E-05				
579	7.47E-05				
580	8.00E-05				
581	6.81E-05				
582	7.20E-05				
583	6.93E-05				
584	6.01E-05				
585	5.70E-05				
586	3.37E-05				
587	3.37E-05				
588	3.03E-05				
589	4.06E-05				
590	4.98E-05				
591	6.17E-05				
592	6.20E-05				
593	6.97E-05				
594	8.40E-05				
595	8.43E-05				
596	7.02E-05				
597	5.61E-05				
598	3.92E-05				
599	3.66E-05				
600	2.98E-05				
601	2.61E-05				
602	1.54E-05				
603	1.06E-05				
604	1.79E-05				
605	3.33E-05				
606	4.49E-05				
607	5.67E-05				
608	5.68E-05				
609	6.00E-05				
610	6.75E-05				
611	6.77E-05				
612	7.59E-05				
613	7.38E-05				
614	6.83E-05				
615	5.79E-05				
616	7.43E-05				
617	7.66E-05				
618	8.75E-05				
619	1.02E-04				
620	1.08E-04				
621	1.14E-04				
622	1.11E-04				
623	1.07E-04				
624	1.12E-04				
625	1.09E-04				
626	1.17E-04				
627	1.04E-04				
628	1.06E-04				
629	1.04E-04				
630	1.02E-04				
631	9.92E-05				
632	9.94E-05				
633	1.02E-04				
634	9.31E-05				
635	9.99E-05				
636	1.29E-04				
637	1.44E-04				
638	1.52E-04				
639	1.36E-04				
640	1.28E-04				
641	9.60E-05				
642	7.94E-05				
643	7.13E-05				
644	5.46E-05				
645	4.42E-05				
646	3.95E-05				
647	5.04E-05				
648	7.56E-05				
649	8.47E-05				
650	8.15E-05				
651	8.95E-05				
652	1.18E-04				
653	1.19E-04				
654	1.47E-04				
655	1.70E-04				
656	1.71E-04				
657	1.91E-04				
658	2.20E-04				
659	2.42E-04				
660	2.74E-04				
661	3.14E-04				
662	3.65E-04				
663	4.12E-04				
664	4.68E-04				
665	5.02E-04				
666	5.42E-04				
667	5.87E-04				
668	6.17E-04				
669	6.59E-04				
670	6.93E-04				
671	7.42E-04				
672	7.82E-04				
673	8.40E-04				
674	9.02E-04				
675	9.39E-04				
676	9.97E-04				
677	1.04E-03				
678	1.06E-03				
679	1.09E-03				
680	1.06E-03				
681	1.05E-03				
682	1.00E-03				
683	9.84E-04				
684	8.80E-04				
685	8.00E-04				
686	7.20E-04				
687	6.57E-04				
688	5.84E-04				
689	4.89E-04				
690	4.24E-04				
691	3.52E-04				
692	2.48E-04				
693	2.07E-04				
694	1.03E-04				
695	8.54E-05				
696	4.46E-06				
697	-1.90E-07				
698	-4.28E-05				
699	-8.34E-05				
700	-1.44E-04				
701	-2.08E-04				
702	-2.46E-04				
703	-3.11E-04				
704	-3.28E-04				
705	-3.60E-04				
706	-3.96E-04				
707	-4.37E-04				
708	-4.89E-04				
709	-5.55E-04				
710	-6.38E-04				
