OLIS-3D-ASCII	SySl1219						
375	4.22E-03						
376	4.60E-03						
377	4.98E-03						
378	5.37E-03						
379	5.75E-03						
380	6.12E-03						
381	6.47E-03						
382	6.79E-03						
383	7.05E-03						
384	7.26E-03						
385	7.33E-03						
386	7.37E-03						
387	7.55E-03						
388	7.72E-03						
389	7.83E-03						
390	7.98E-03						
391	8.13E-03						
392	8.30E-03						
393	8.54E-03						
394	8.78E-03						
395	8.97E-03						
396	9.13E-03						
397	9.26E-03						
398	9.47E-03						
399	9.76E-03						
400	1.00E-02						
401	1.03E-02						
402	1.05E-02						
403	1.08E-02						
404	0.011149024						
405	1.15E-02						
406	1.19E-02						
407	1.22E-02						
408	1.25E-02						
409	1.29E-02						
410	1.34E-02						
411	0.013745883						
412	1.41E-02						
413	1.45E-02						
414	1.48E-02						
415	1.52E-02						
416	1.55E-02						
417	1.57E-02						
418	1.59E-02						
419	1.61E-02						
420	1.63E-02						
421	1.65E-02						
422	1.67E-02						
423	0.016777032						
424	1.70E-02						
425	1.71E-02						
426	1.73E-02						
427	1.75E-02						
428	1.77E-02						
429	1.79E-02						
430	1.80E-02						
431	1.83E-02						
432	1.86E-02						
433	1.88E-02						
434	1.90E-02						
435	1.92E-02						
436	1.93E-02						
437	1.94E-02						
438	1.95E-02						
439	1.94E-02						
440	1.93E-02						
441	1.91E-02						
442	1.89E-02						
443	1.85E-02						
444	1.81E-02						
445	0.017626853						
446	1.71E-02						
447	1.65E-02						
448	1.59E-02						
449	1.54E-02						
450	1.48E-02						
451	1.43E-02						
452	1.39E-02						
453	1.35E-02						
454	1.31E-02						
455	0.012841466						
456	1.26E-02						
457	0.012394938						
458	1.22E-02						
459	1.21E-02						
460	1.19E-02						
461	1.18E-02						
462	1.17E-02						
463	1.16E-02						
464	0.011539773						
465	1.14E-02						
466	1.13E-02						
467	0.01120213						
468	1.11E-02						
469	1.09E-02						
470	1.08E-02						
471	0.0106106						
472	0.010475178						
473	1.03E-02						
474	1.02E-02						
475	1.01E-02						
476	1.00E-02						
477	9.93E-03						
478	9.88E-03						
479	9.86E-03						
480	9.85E-03						
481	0.009863859						
482	9.90E-03						
483	9.96E-03						
484	0.010043068						
485	0.010146295						
486	1.03E-02						
487	1.04E-02						
488	1.05E-02						
489	1.07E-02						
490	1.08E-02						
491	1.10E-02						
492	1.12E-02						
493	1.13E-02						
494	1.15E-02						
495	1.16E-02						
496	1.17E-02						
497	0.0118511						
498	1.20E-02						
499	1.20E-02						
500	1.20E-02						
501	0.012080419						
502	1.21E-02						
503	1.21E-02						
504	1.21E-02						
505	0.012099828						
506	1.21E-02						
507	0.012072987						
508	1.20E-02						
509	0.012020824						
510	1.20E-02						
511	1.20E-02						
512	1.19E-02						
513	1.19E-02						
514	1.20E-02						
515	1.20E-02						
516	1.20E-02						
517	1.21E-02						
518	1.21E-02						
519	1.21E-02						
520	1.22E-02						
521	1.23E-02						
522	1.24E-02						
523	1.25E-02						
524	1.26E-02						
525	1.27E-02						
526	0.012879785						
527	0.013019717						
528	0.013161594						
529	1.33E-02						
530	1.35E-02						
531	1.36E-02						
532	1.38E-02						
533	1.40E-02						
534	1.42E-02						
535	1.44E-02						
536	0.014564834						
537	1.48E-02						
538	1.50E-02						
539	1.52E-02						
540	1.54E-02						
541	1.56E-02						
542	1.58E-02						
543	1.60E-02						
544	1.63E-02						
545	1.66E-02						
546	1.68E-02						
547	1.71E-02						
548	1.73E-02						
549	0.017530775						
550	0.017739044						
551	1.79E-02						
552	1.82E-02						
553	1.84E-02						
554	1.86E-02						
555	1.88E-02						
556	1.91E-02						
557	1.93E-02						
558	1.95E-02						
559	1.98E-02						
560	2.00E-02						
561	2.03E-02						
562	2.06E-02						
563	2.08E-02						
564	0.021146051						
565	2.14E-02						
566	2.17E-02						
567	2.18E-02						
568	2.19E-02						
569	2.18E-02						
570	2.16E-02						
571	0.021209033						
572	2.06E-02						
573	1.99E-02						
574	1.90E-02						
575	1.80E-02						
576	0.016966085						
577	1.58E-02						
578	1.47E-02						
579	1.36E-02						
580	0.012493609						
581	1.15E-02						
582	1.06E-02						
583	9.75E-03						
584	0.009030308						
585	8.42E-03						
586	7.90E-03						
587	7.44E-03						
588	7.06E-03						
589	6.73E-03						
590	6.47E-03						
591	6.23E-03						
592	6.05E-03						
593	5.91E-03						
594	5.79E-03						
595	5.68E-03						
596	5.62E-03						
597	5.56E-03						
598	5.50E-03						
599	5.45E-03						
600	5.40E-03						
601	5.35E-03						
602	5.34E-03						
603	5.32E-03						
604	5.31E-03						
605	5.33E-03						
