OLIS-3D-ASCII	SySl1176	
375	1.54E-04	
376	5.02E-04	
377	7.39E-04	
378	8.88E-04	
379	9.67E-04	
380	9.99E-04	
381	1.00E-03	
382	9.74E-04	
383	1.08E-03	
384	1.23E-03	
385	1.30E-03	
386	1.32E-03	
387	1.37E-03	
388	1.49E-03	
389	1.63E-03	
390	1.71E-03	
391	1.77E-03	
392	1.80E-03	
393	1.82E-03	
394	1.89E-03	
395	2.00E-03	
396	2.09E-03	
397	2.13E-03	
398	2.18E-03	
399	2.24E-03	
400	2.28E-03	
401	2.38E-03	
402	2.45E-03	
403	2.52E-03	
404	2.60E-03	
405	2.71E-03	
406	2.82E-03	
407	2.97E-03	
408	3.10E-03	
409	3.25E-03	
410	3.39E-03	
411	3.51E-03	
412	3.60E-03	
413	3.74E-03	
414	3.81E-03	
415	0.003868602	
416	3.95E-03	
417	4.00E-03	
418	0.004093813	
419	4.17E-03	
420	4.23E-03	
421	4.29E-03	
422	4.38E-03	
423	4.46E-03	
424	4.52E-03	
425	4.60E-03	
426	4.65E-03	
427	0.004716918	
428	4.79E-03	
429	4.85E-03	
430	4.92E-03	
431	4.98E-03	
432	5.04E-03	
433	5.07E-03	
434	5.14E-03	
435	5.20E-03	
436	5.24E-03	
437	5.26E-03	
438	5.25E-03	
439	5.22E-03	
440	5.17E-03	
441	5.11E-03	
442	5.04E-03	
443	4.94E-03	
444	4.87E-03	
445	4.76E-03	
446	4.63E-03	
447	4.54E-03	
448	4.40E-03	
449	4.27E-03	
450	4.13E-03	
451	3.99E-03	
452	3.90E-03	
453	3.81E-03	
454	3.73E-03	
455	3.65E-03	
456	3.61E-03	
457	3.54E-03	
458	3.49E-03	
459	3.45E-03	
460	3.40E-03	
461	3.37E-03	
462	3.33E-03	
463	3.28E-03	
464	0.003241515	
465	3.20E-03	
466	3.15E-03	
467	3.09E-03	
468	3.05E-03	
469	3.00E-03	
470	2.94E-03	
471	2.88E-03	
472	2.83E-03	
473	2.80E-03	
474	2.76E-03	
475	2.71E-03	
476	2.68E-03	
477	2.64E-03	
478	2.62E-03	
479	2.61E-03	
480	2.60E-03	
481	2.59E-03	
482	2.58E-03	
483	2.57E-03	
484	2.59E-03	
485	2.60E-03	
486	2.63E-03	
487	2.65E-03	
488	2.66E-03	
489	2.67E-03	
490	2.69E-03	
491	2.71E-03	
492	2.72E-03	
493	2.72E-03	
494	2.74E-03	
495	2.75E-03	
496	2.77E-03	
497	2.77E-03	
498	2.77E-03	
499	2.74E-03	
500	2.71E-03	
501	2.66E-03	
502	2.61E-03	
503	2.55E-03	
504	2.49E-03	
505	2.43E-03	
506	2.39E-03	
507	2.33E-03	
508	2.27E-03	
509	2.20E-03	
510	2.12E-03	
511	2.04E-03	
512	1.96E-03	
513	1.88E-03	
514	1.80E-03	
515	1.74E-03	
516	1.68E-03	
517	1.62E-03	
518	1.56E-03	
519	1.52E-03	
520	1.47E-03	
521	1.41E-03	
522	1.36E-03	
523	1.30E-03	
524	1.25E-03	
525	1.20E-03	
526	1.15E-03	
527	1.11E-03	
528	1.07E-03	
529	1.04E-03	
530	1.02E-03	
531	9.93E-04	
532	9.85E-04	
533	9.73E-04	
534	9.52E-04	
535	9.37E-04	
536	9.20E-04	
537	8.96E-04	
538	8.77E-04	
539	8.64E-04	
540	8.75E-04	
541	8.75E-04	
542	8.69E-04	
543	8.69E-04	
544	8.91E-04	
545	8.96E-04	
546	8.99E-04	
547	9.17E-04	
548	9.42E-04	
549	9.64E-04	
550	9.85E-04	
551	1.01E-03	
552	1.02E-03	
553	1.04E-03	
554	1.05E-03	
555	1.08E-03	
556	1.11E-03	
557	1.13E-03	
558	1.14E-03	
559	1.16E-03	
560	1.21E-03	
561	1.26E-03	
562	1.30E-03	
563	1.35E-03	
564	1.38E-03	
565	1.42E-03	
566	1.45E-03	
567	1.48E-03	
568	1.52E-03	
569	1.55E-03	
570	1.58E-03	
571	1.61E-03	
572	1.66E-03	
573	1.72E-03	
574	1.77E-03	
575	1.84E-03	
576	1.88E-03	
577	1.92E-03	
578	1.96E-03	
579	2.00E-03	
580	2.04E-03	
581	0.002089246	
582	2.13E-03	
583	2.16E-03	
584	2.21E-03	
585	2.24E-03	
586	2.30E-03	
587	2.35E-03	
588	2.38E-03	
589	2.40E-03	
590	2.45E-03	
591	2.49E-03	
592	2.54E-03	
593	2.58E-03	
594	2.62E-03	
595	2.66E-03	
596	2.70E-03	
597	2.74E-03	
598	2.79E-03	
599	2.83E-03	
