OLIS-3D-ASCII	SySl1016	
375	3.47E-02	
376	3.53E-02	
377	3.60E-02	
378	3.67E-02	
379	3.74E-02	
380	3.81E-02	
381	3.87E-02	
382	3.92E-02	
383	3.97E-02	
384	4.00E-02	
385	4.02E-02	
386	4.02E-02	
387	4.03E-02	
388	4.04E-02	
389	4.05E-02	
390	4.07E-02	
391	4.10E-02	
392	4.13E-02	
393	0.041720546	
394	4.22E-02	
395	4.27E-02	
396	4.31E-02	
397	0.043623923	
398	4.42E-02	
399	4.49E-02	
400	4.56E-02	
401	4.65E-02	
402	4.75E-02	
403	4.86E-02	
404	5.00E-02	
405	5.13E-02	
406	5.28E-02	
407	5.42E-02	
408	5.57E-02	
409	5.73E-02	
410	5.90E-02	
411	6.05E-02	
412	6.20E-02	
413	6.33E-02	
414	6.48E-02	
415	0.066203337	
416	6.75E-02	
417	6.87E-02	
418	7.00E-02	
419	7.11E-02	
420	7.21E-02	
421	7.31E-02	
422	7.40E-02	
423	7.49E-02	
424	7.56E-02	
425	7.63E-02	
426	7.71E-02	
427	7.79E-02	
428	0.078820748	
429	7.99E-02	
430	0.081024109	
431	8.23E-02	
432	0.083653637	
433	8.49E-02	
434	8.61E-02	
435	8.73E-02	
436	8.82E-02	
437	8.90E-02	
438	8.95E-02	
439	8.98E-02	
440	0.089794585	
441	8.94E-02	
442	8.86E-02	
443	8.76E-02	
444	8.64E-02	
445	8.48E-02	
446	8.29E-02	
447	8.08E-02	
448	7.87E-02	
449	7.67E-02	
450	7.48E-02	
451	7.30E-02	
452	7.13E-02	
453	6.98E-02	
454	6.84E-02	
455	6.75E-02	
456	0.066816412	
457	6.61E-02	
458	6.55E-02	
459	6.49E-02	
460	6.45E-02	
461	6.41E-02	
462	6.37E-02	
463	6.34E-02	
464	6.31E-02	
465	6.28E-02	
466	6.24E-02	
467	6.22E-02	
468	6.20E-02	
469	6.17E-02	
470	6.14E-02	
471	6.12E-02	
472	0.061086997	
473	6.10E-02	
474	6.09E-02	
475	6.10E-02	
476	6.11E-02	
477	6.13E-02	
478	6.15E-02	
479	6.19E-02	
480	6.23E-02	
481	6.27E-02	
482	6.31E-02	
483	6.36E-02	
484	6.40E-02	
485	6.43E-02	
486	6.45E-02	
487	6.46E-02	
488	6.47E-02	
489	6.46E-02	
490	0.064344259	
491	6.39E-02	
492	0.063554107	
493	6.31E-02	
494	6.25E-02	
495	6.19E-02	
496	6.10E-02	
497	6.01E-02	
498	5.91E-02	
499	5.82E-02	
500	5.73E-02	
501	5.61E-02	
502	5.50E-02	
503	5.39E-02	
504	5.29E-02	
505	5.20E-02	
506	5.09E-02	
507	5.00E-02	
508	0.048905668	
509	4.80E-02	
510	4.71E-02	
511	4.65E-02	
512	4.56E-02	
513	0.044739529	
514	4.39E-02	
515	4.31E-02	
516	4.25E-02	
517	4.18E-02	
518	4.09E-02	
519	4.01E-02	
520	3.93E-02	
521	3.86E-02	
522	3.78E-02	
523	3.71E-02	
524	3.61E-02	
525	3.51E-02	
526	3.41E-02	
527	3.31E-02	
528	3.21E-02	
529	3.09E-02	
530	2.98E-02	
531	2.86E-02	
532	2.75E-02	
533	2.65E-02	
534	2.54E-02	
535	2.43E-02	
536	2.32E-02	
537	2.22E-02	
538	2.11E-02	
539	2.02E-02	
540	1.93E-02	
541	1.84E-02	
542	0.017621651	
543	1.69E-02	
544	1.62E-02	
545	1.56E-02	
546	1.50E-02	
547	1.45E-02	
548	1.40E-02	
549	1.36E-02	
550	1.33E-02	
551	1.30E-02	
552	1.28E-02	
553	1.26E-02	
554	1.24E-02	
555	0.01232658	
556	1.23E-02	
557	1.23E-02	
558	1.23E-02	
559	1.23E-02	
560	1.24E-02	
561	1.25E-02	
562	1.26E-02	
563	1.28E-02	
564	1.29E-02	
565	1.32E-02	
566	1.34E-02	
567	1.37E-02	
568	1.39E-02	
569	1.42E-02	
570	1.45E-02	
571	1.48E-02	
572	0.015158018	
573	1.55E-02	
574	1.58E-02	
575	1.62E-02	
576	1.65E-02	
577	1.69E-02	
578	1.72E-02	
579	1.75E-02	
580	1.79E-02	
581	1.82E-02	
582	1.85E-02	
583	1.88E-02	
584	1.91E-02	
585	1.94E-02	
586	0.019757685	
587	0.020093449	
588	2.04E-02	
589	2.07E-02	
590	2.10E-02	
591	2.13E-02	
592	2.16E-02	
593	2.19E-02	
594	2.21E-02	
595	2.24E-02	
596	2.27E-02	
597	2.29E-02	
598	2.32E-02	
599	2.35E-02	
600	2.38E-02	
601	2.41E-02	
602	2.45E-02	
603	2.49E-02	
604	2.54E-02	
605	2.59E-02	
606	2.65E-02	
607	2.71E-02	
608	2.78E-02	
609	2.84E-02	
610	2.91E-02	
611	2.99E-02	
612	3.06E-02	
613	3.14E-02	
614	3.22E-02	
615	3.30E-02	
616	3.38E-02	
617	3.46E-02	
618	3.54E-02	
619	3.61E-02	
620	3.68E-02	
621	0.037373543	
622	3.79E-02	
623	3.84E-02	
624	3.88E-02	
625	3.91E-02	
626	3.94E-02	
627	3.96E-02	
628	3.97E-02	
629	3.97E-02	
630	3.97E-02	
