OLIS-3D-ASCII	SySl1333						
375	2.10E-02						
376	2.15E-02						
377	2.20E-02						
378	2.25E-02						
379	2.31E-02						
380	2.36E-02						
381	2.41E-02						
382	2.45E-02						
383	0.024749668						
384	2.50E-02						
385	2.51E-02						
386	2.51E-02						
387	2.51E-02						
388	0.025056467						
389	2.51E-02						
390	2.52E-02						
391	2.53E-02						
392	2.55E-02						
393	2.56E-02						
394	2.59E-02						
395	2.61E-02						
396	2.63E-02						
397	2.66E-02						
398	2.69E-02						
399	2.72E-02						
400	0.027623375						
401	0.028031238						
402	2.85E-02						
403	2.90E-02						
404	2.96E-02						
405	3.01E-02						
406	3.07E-02						
407	3.14E-02						
408	3.20E-02						
409	3.27E-02						
410	3.35E-02						
411	3.41E-02						
412	3.48E-02						
413	3.54E-02						
414	3.60E-02						
415	3.65E-02						
416	3.70E-02						
417	3.73E-02						
418	3.76E-02						
419	3.78E-02						
420	3.80E-02						
421	3.83E-02						
422	3.84E-02						
423	3.86E-02						
424	3.88E-02						
425	3.91E-02						
426	3.94E-02						
427	3.96E-02						
428	4.00E-02						
429	4.03E-02						
430	4.07E-02						
431	0.041020436						
432	0.04145628						
433	4.18E-02						
434	4.21E-02						
435	4.24E-02						
436	4.25E-02						
437	0.042560669						
438	4.26E-02						
439	4.24E-02						
440	4.21E-02						
441	4.16E-02						
442	4.10E-02						
443	4.02E-02						
444	3.93E-02						
445	3.82E-02						
446	3.70E-02						
447	3.58E-02						
448	3.45E-02						
449	3.32E-02						
450	3.20E-02						
451	3.09E-02						
452	2.99E-02						
453	2.90E-02						
454	2.83E-02						
455	2.76E-02						
456	2.71E-02						
457	2.67E-02						
458	2.63E-02						
459	2.60E-02						
460	2.57E-02						
461	2.55E-02						
462	2.53E-02						
463	2.50E-02						
464	2.48E-02						
465	2.46E-02						
466	2.43E-02						
467	2.41E-02						
468	2.38E-02						
469	2.35E-02						
470	2.31E-02						
471	2.28E-02						
472	2.25E-02						
473	2.22E-02						
474	2.19E-02						
475	2.17E-02						
476	2.14E-02						
477	2.13E-02						
478	2.12E-02						
479	2.11E-02						
480	2.10E-02						
481	2.10E-02						
482	2.11E-02						
483	2.12E-02						
484	2.13E-02						
485	2.15E-02						
486	2.17E-02						
487	2.20E-02						
488	2.23E-02						
489	2.26E-02						
490	0.022838776						
491	2.31E-02						
492	2.35E-02						
493	2.38E-02						
494	2.40E-02						
495	2.43E-02						
496	2.45E-02						
497	2.47E-02						
498	2.48E-02						
499	2.50E-02						
500	2.50E-02						
501	2.50E-02						
502	2.50E-02						
503	2.50E-02						
504	2.49E-02						
505	2.48E-02						
506	0.024694361						
507	2.45E-02						
508	2.44E-02						
509	2.42E-02						
510	2.41E-02						
511	2.40E-02						
512	0.023816099						
513	2.37E-02						
514	2.36E-02						
515	2.36E-02						
516	2.36E-02						
517	2.37E-02						
518	2.37E-02						
519	2.37E-02						
520	0.023760584						
521	2.39E-02						
522	2.40E-02						
523	2.42E-02						
524	2.43E-02						
525	2.45E-02						
526	2.47E-02						
527	2.49E-02						
528	2.51E-02						
529	2.54E-02						
530	2.56E-02						
531	2.59E-02						
532	2.62E-02						
533	2.65E-02						
534	0.026857916						
535	2.72E-02						
536	2.75E-02						
537	2.79E-02						
538	2.82E-02						
539	2.86E-02						
540	2.90E-02						
541	0.029438465						
542	2.99E-02						
543	3.03E-02						
544	3.08E-02						
545	3.13E-02						
546	3.17E-02						
547	3.21E-02						
548	3.25E-02						
549	3.29E-02						
550	3.33E-02						
551	3.37E-02						
552	3.41E-02						
553	0.034448913						
554	3.49E-02						
555	3.53E-02						
556	3.57E-02						
557	3.62E-02						
558	3.66E-02						
559	3.70E-02						
560	3.75E-02						
561	3.80E-02						
562	0.03852867						
563	3.91E-02						
564	3.96E-02						
565	4.02E-02						
566	4.06E-02						
567	4.09E-02						
568	4.10E-02						
569	4.08E-02						
570	4.03E-02						
571	3.95E-02						
572	3.84E-02						
573	3.70E-02						
574	0.03527777						
575	3.34E-02						
576	3.13E-02						
577	2.92E-02						
578	2.71E-02						
579	2.49E-02						
580	2.28E-02						
581	2.08E-02						
582	1.91E-02						
583	1.75E-02						
584	1.62E-02						
585	1.50E-02						
586	0.013935061						
587	1.31E-02						
588	1.23E-02						
589	1.17E-02						
590	1.12E-02						
591	1.08E-02						
592	1.04E-02						
593	1.01E-02						
594	9.87E-03						
595	9.67E-03						
596	9.51E-03						
597	9.36E-03						
598	9.26E-03						
599	9.15E-03						
600	9.08E-03						
601	9.04E-03						
602	9.01E-03						
603	8.99E-03						
604	9.00E-03						
605	9.02E-03						
606	9.03E-03						
607	9.06E-03						
608	9.12E-03						
609	9.18E-03						
610	9.26E-03						
611	9.34E-03						
612	9.44E-03						
613	9.55E-03						
614	9.65E-03						
615	9.76E-03						
616	9.87E-03						
617	9.95E-03						
618	1.00E-02						
619	1.01E-02						
620	1.02E-02						
621	0.010276757						
622	1.03E-02						
623	1.04E-02						
624	0.010402382						
625	1.04E-02						
626	1.05E-02						
627	1.05E-02						
628	1.05E-02						
629	1.05E-02						
630	1.05E-02						
631	1.04E-02						
632	0.010432709						
633	1.04E-02						
634	1.03E-02						
635	0.010220484						
636	1.02E-02						
637	0.010075349						
638	1.00E-02						
639	9.92E-03						
640	9.82E-03						
641	9.75E-03						
642	9.68E-03						
643	9.63E-03						
644	9.58E-03						
645	9.55E-03						
646	9.52E-03						
647	9.51E-03						
648	9.53E-03						
649	9.56E-03						
650	9.62E-03						
651	9.74E-03						
652	9.90E-03						
653	1.01E-02						
654	1.03E-02						
655	1.06E-02						
656	0.011019444						
657	1.15E-02						
658	1.20E-02						
659	1.26E-02						
660	1.33E-02						
661	1.41E-02						
662	1.49E-02						
663	1.58E-02						
664	1.68E-02						
665	1.77E-02						
666	1.87E-02						
667	1.97E-02						
668	2.07E-02						
669	2.16E-02						
670	2.25E-02						
671	2.34E-02						
672	2.42E-02						
673	0.024962857						
674	2.58E-02						
675	2.65E-02						
676	2.73E-02						
677	0.027984907						
678	2.88E-02						
679	2.94E-02						
680	2.99E-02						
681	0.030003633						
682	2.99E-02						
683	2.94E-02						
684	2.86E-02						
685	2.76E-02						
686	2.62E-02						
687	0.024583107						
