OLIS-3D-ASCII	SySl1112	
375	1.10E-02	
376	1.16E-02	
377	1.20E-02	
378	1.22E-02	
379	1.24E-02	
380	1.25E-02	
381	1.26E-02	
382	1.26E-02	
383	1.26E-02	
384	1.26E-02	
385	0.012648512	
386	1.27E-02	
387	1.26E-02	
388	1.25E-02	
389	1.25E-02	
390	1.24E-02	
391	1.24E-02	
392	1.25E-02	
393	1.25E-02	
394	1.26E-02	
395	1.27E-02	
396	1.27E-02	
397	1.28E-02	
398	0.012860543	
399	1.30E-02	
400	1.31E-02	
401	1.32E-02	
402	1.34E-02	
403	1.38E-02	
404	0.014109295	
405	1.44E-02	
406	1.48E-02	
407	1.51E-02	
408	1.55E-02	
409	1.59E-02	
410	1.63E-02	
411	1.67E-02	
412	1.70E-02	
413	1.72E-02	
414	1.76E-02	
415	1.79E-02	
416	1.82E-02	
417	1.84E-02	
418	0.018670351	
419	1.88E-02	
420	1.91E-02	
421	1.92E-02	
422	1.94E-02	
423	1.95E-02	
424	1.96E-02	
425	0.019820728	
426	2.00E-02	
427	2.03E-02	
428	2.05E-02	
429	2.07E-02	
430	2.09E-02	
431	2.12E-02	
432	2.16E-02	
433	2.18E-02	
434	2.21E-02	
435	2.24E-02	
436	0.022600212	
437	2.28E-02	
438	2.29E-02	
439	2.29E-02	
440	2.28E-02	
441	2.26E-02	
442	2.24E-02	
443	0.022106032	
444	2.17E-02	
445	2.13E-02	
446	2.08E-02	
447	2.03E-02	
448	1.98E-02	
449	0.019311777	
450	1.88E-02	
451	1.84E-02	
452	1.80E-02	
453	1.76E-02	
454	1.73E-02	
455	0.016978935	
456	1.67E-02	
457	1.65E-02	
458	1.62E-02	
459	1.60E-02	
460	1.59E-02	
461	1.57E-02	
462	0.015527399	
463	1.54E-02	
464	1.52E-02	
465	1.51E-02	
466	1.50E-02	
467	1.49E-02	
468	1.48E-02	
469	1.47E-02	
470	1.46E-02	
471	1.45E-02	
472	0.014501353	
473	0.014463984	
474	1.44E-02	
475	1.44E-02	
476	1.44E-02	
477	1.45E-02	
478	1.45E-02	
479	1.46E-02	
480	1.47E-02	
481	1.47E-02	
482	1.48E-02	
483	1.49E-02	
484	1.49E-02	
485	1.50E-02	
486	1.50E-02	
487	1.49E-02	
488	1.49E-02	
489	1.49E-02	
490	0.014794558	
491	1.47E-02	
492	1.46E-02	
493	1.45E-02	
494	0.014338171	
495	1.42E-02	
496	1.40E-02	
497	1.38E-02	
498	1.36E-02	
499	1.34E-02	
500	0.013213248	
501	1.30E-02	
502	1.28E-02	
503	1.27E-02	
504	1.25E-02	
505	1.24E-02	
506	0.012244732	
507	0.012120621	
508	1.20E-02	
509	1.19E-02	
510	1.19E-02	
511	1.18E-02	
512	1.18E-02	
513	1.18E-02	
514	1.17E-02	
515	1.17E-02	
516	1.17E-02	
517	1.16E-02	
518	1.16E-02	
519	1.15E-02	
520	1.13E-02	
521	1.12E-02	
