OLIS-3D-ASCII	SySl1106							
375	8.50E-03							
376	8.65E-03							
377	8.82E-03							
378	8.99E-03							
379	9.17E-03							
380	9.32E-03							
381	9.46E-03							
382	9.50E-03							
383	9.54E-03							
384	9.50E-03							
385	9.45E-03							
386	9.46E-03							
387	9.46E-03							
388	9.44E-03							
389	9.46E-03							
390	9.46E-03							
391	9.51E-03							
392	9.61E-03							
393	9.73E-03							
394	9.80E-03							
395	9.93E-03							
396	1.00E-02							
397	1.02E-02							
398	1.03E-02							
399	1.04E-02							
400	1.05E-02							
401	1.06E-02							
402	1.08E-02							
403	1.10E-02							
404	1.12E-02							
405	1.15E-02							
406	1.17E-02							
407	1.20E-02							
408	1.23E-02							
409	1.25E-02							
410	1.28E-02							
411	1.31E-02							
412	1.33E-02							
413	0.013576297							
414	1.38E-02							
415	1.41E-02							
416	1.42E-02							
417	1.44E-02							
418	1.45E-02							
419	0.014686582							
420	1.49E-02							
421	1.50E-02							
422	1.51E-02							
423	1.52E-02							
424	0.015371531							
425	1.55E-02							
426	1.56E-02							
427	0.015773078							
428	1.59E-02							
429	1.61E-02							
430	1.62E-02							
431	1.64E-02							
432	1.66E-02							
433	1.67E-02							
434	1.68E-02							
435	1.70E-02							
436	0.017066176							
437	1.71E-02							
438	1.71E-02							
439	1.71E-02							
440	1.70E-02							
441	1.68E-02							
442	0.016589948							
443	1.63E-02							
444	1.60E-02							
445	1.57E-02							
446	1.54E-02							
447	1.50E-02							
448	1.46E-02							
449	1.43E-02							
450	1.40E-02							
451	1.36E-02							
452	1.33E-02							
453	1.30E-02							
454	1.28E-02							
455	1.26E-02							
456	1.25E-02							
457	1.23E-02							
458	1.22E-02							
459	1.21E-02							
460	1.20E-02							
461	1.19E-02							
462	0.011781527							
463	1.16E-02							
464	1.15E-02							
465	1.14E-02							
466	1.12E-02							
467	1.10E-02							
468	1.09E-02							
469	1.07E-02							
470	1.05E-02							
471	1.03E-02							
472	1.02E-02							
473	1.00E-02							
474	9.85E-03							
475	9.69E-03							
476	9.59E-03							
477	0.009496577							
478	9.41E-03							
479	9.38E-03							
