OLIS-3D-ASCII	SySl1220					
375	2.97E-04					
376	2.81E-04					
377	2.57E-04					
378	2.26E-04					
379	1.92E-04					
380	1.56E-04					
381	1.22E-04					
382	9.08E-05					
383	7.57E-05					
384	7.64E-05					
385	3.71E-05					
386	7.81E-05					
387	1.12E-04					
388	1.25E-04					
389	1.52E-04					
390	1.73E-04					
391	1.23E-04					
392	1.60E-04					
393	1.05E-04					
394	9.14E-05					
395	8.05E-05					
396	8.58E-05					
397	1.03E-04					
398	1.21E-04					
399	1.61E-04					
400	1.95E-04					
401	2.03E-04					
402	1.92E-04					
403	2.04E-04					
404	2.22E-04					
405	1.99E-04					
406	2.08E-04					
407	2.18E-04					
408	2.06E-04					
409	2.27E-04					
410	2.05E-04					
411	2.25E-04					
412	2.11E-04					
413	2.29E-04					
414	2.18E-04					
415	2.26E-04					
416	2.38E-04					
417	2.27E-04					
418	2.28E-04					
419	2.42E-04					
420	2.23E-04					
421	2.70E-04					
422	2.72E-04					
423	2.97E-04					
424	3.00E-04					
425	3.02E-04					
426	2.89E-04					
427	2.95E-04					
428	2.85E-04					
429	2.50E-04					
430	2.49E-04					
431	2.54E-04					
432	2.36E-04					
433	2.61E-04					
434	2.50E-04					
435	2.42E-04					
436	2.33E-04					
437	2.33E-04					
438	2.36E-04					
439	2.28E-04					
440	2.20E-04					
441	2.15E-04					
442	2.19E-04					
443	2.02E-04					
444	2.03E-04					
445	2.08E-04					
446	1.99E-04					
447	1.79E-04					
448	1.85E-04					
449	1.86E-04					
450	1.84E-04					
451	1.72E-04					
452	1.88E-04					
453	1.73E-04					
454	1.52E-04					
455	1.45E-04					
456	1.56E-04					
457	1.50E-04					
458	1.37E-04					
459	1.35E-04					
460	1.47E-04					
461	1.61E-04					
462	1.76E-04					
463	1.78E-04					
464	1.89E-04					
465	1.70E-04					
466	1.67E-04					
467	1.62E-04					
468	1.50E-04					
469	1.33E-04					
470	1.29E-04					
471	1.15E-04					
472	1.12E-04					
473	1.24E-04					
474	1.36E-04					
475	1.38E-04					
476	1.45E-04					
477	1.46E-04					
478	1.60E-04					
479	1.52E-04					
480	1.47E-04					
481	1.50E-04					
482	1.52E-04					
483	1.34E-04					
484	1.40E-04					
485	1.45E-04					
486	1.51E-04					
487	1.49E-04					
488	1.46E-04					
489	1.33E-04					
490	1.37E-04					
491	1.29E-04					
492	1.25E-04					
493	1.21E-04					
494	1.19E-04					
495	1.21E-04					
496	1.21E-04					
497	1.17E-04					
498	1.26E-04					
499	1.22E-04					
500	1.11E-04					
501	1.02E-04					
502	1.10E-04					
503	1.05E-04					
504	1.03E-04					
505	1.06E-04					
506	1.10E-04					
507	1.11E-04					
508	1.14E-04					
509	1.13E-04					
510	1.19E-04					
511	1.10E-04					
512	9.00E-05					
513	8.90E-05					
514	9.51E-05					
515	1.03E-04					
516	1.11E-04					
517	1.19E-04					
518	1.28E-04					
519	1.39E-04					
520	1.37E-04					
521	1.27E-04					
522	1.23E-04					
523	1.15E-04					
524	9.51E-05					
525	1.03E-04					
526	1.06E-04					
527	1.04E-04					
528	1.09E-04					
529	1.11E-04					
530	1.17E-04					
531	1.14E-04					
532	1.10E-04					
533	1.01E-04					
534	9.98E-05					
535	9.89E-05					
536	9.61E-05					
537	1.16E-04					
538	1.16E-04					
539	1.18E-04					
540	1.17E-04					
541	1.15E-04					
542	1.26E-04					
543	1.23E-04					
544	1.19E-04					
545	1.09E-04					
546	1.08E-04					
547	1.10E-04					
548	1.12E-04					
549	1.25E-04					
550	1.26E-04					
551	1.28E-04					
552	1.25E-04					
553	1.33E-04					
554	1.39E-04					
555	1.38E-04					
556	1.30E-04					
557	1.22E-04					
558	1.17E-04					
559	1.18E-04					
560	1.07E-04					
561	1.14E-04					
562	1.12E-04					
563	1.27E-04					
564	1.31E-04					
565	1.41E-04					
566	1.53E-04					
567	1.62E-04					
568	1.53E-04					
569	1.61E-04					
570	1.64E-04					
571	1.67E-04					
572	1.50E-04					
573	1.33E-04					
574	1.23E-04					
575	1.12E-04					
576	9.15E-05					
577	8.93E-05					
578	7.82E-05					
579	6.83E-05					
580	6.51E-05					
581	7.39E-05					
582	6.78E-05					
583	6.93E-05					
584	5.19E-05					
585	3.47E-05					
586	3.36E-05					
587	1.81E-05					
588	1.52E-05					
589	1.30E-05					
590	8.93E-06					
591	3.17E-06					
592	5.87E-06					
593	7.75E-06					
594	2.64E-05					
595	3.40E-05					
596	3.92E-05					
597	3.50E-05					
598	3.50E-05					
599	2.20E-05					
600	1.48E-05					
601	5.96E-06					
602	4.38E-06					
603	7.59E-06					
604	1.56E-05					
605	1.80E-05					
606	4.36E-05					
607	4.32E-05					
608	4.84E-05					
609	4.28E-05					
610	3.51E-05					
611	2.74E-05					
612	2.89E-05					
613	3.85E-05					
614	4.98E-05					
615	7.17E-05					
616	7.76E-05					
617	6.58E-05					
618	6.80E-05					
619	6.77E-05					
620	7.05E-05					
621	7.34E-05					
622	7.98E-05					
623	7.72E-05					
624	7.63E-05					
625	7.24E-05					
626	8.23E-05					
627	8.90E-05					
628	8.14E-05					
629	6.79E-05					
630	6.38E-05					
631	8.05E-05					
632	9.23E-05					
633	9.64E-05					
634	9.68E-05					
635	8.51E-05					
636	8.47E-05					
637	8.10E-05					
638	7.49E-05					
639	5.67E-05					
640	4.16E-05					
641	2.27E-05					
642	1.00E-05					
643	1.61E-05					
644	4.34E-05					
645	3.51E-05					
646	5.47E-05					
647	7.14E-05					
648	7.39E-05					
649	7.46E-05					
650	4.24E-05					
651	4.01E-05					
652	2.52E-05					
653	1.49E-05					
654	1.62E-05					
655	3.26E-05					
656	4.63E-05					
657	3.80E-05					
658	6.11E-05					
659	5.29E-05					
660	4.79E-05					
661	5.52E-05					
662	5.34E-05					
663	8.22E-05					
664	9.05E-05					
665	9.43E-05					
666	9.40E-05					
667	1.14E-04					
668	1.19E-04					
669	1.24E-04					
670	1.23E-04					
671	1.27E-04					
672	1.42E-04					
673	1.31E-04					
674	1.38E-04					
675	1.46E-04					
676	1.37E-04					
677	1.20E-04					
678	1.28E-04					
679	1.67E-04					
680	1.78E-04					
681	1.71E-04					
682	1.49E-04					
683	1.51E-04					
684	1.19E-04					
685	1.08E-04					
686	9.74E-05					
687	5.65E-05					
688	5.58E-05					
689	4.57E-05					
690	4.55E-05					
691	7.04E-05					
692	1.06E-04					
693	1.16E-04					
694	1.16E-04					
695	1.74E-04					
696	1.86E-04					
697	1.89E-04					
698	1.71E-04					
699	1.24E-04					
700	1.42E-04					
701	1.35E-04					
702	1.61E-04					
703	1.30E-04					
704	6.50E-05					
705	2.24E-06					
706	-5.40E-05					
707	-9.36E-05					
708	-1.07E-04					
709	-8.29E-05					
710	-1.23E-05					
